"Symbol","Name","IPOyear","Sector","Industry"
"COB","CommunityOne Bancorp","n/a","Finance","Major Banks"
"CVLT","CommVault Systems, Inc.","2006","Technology","Computer Software: Prepackaged Software"
"GSJK","Compressco Partners, L.P.","n/a","Energy","Oilfield Services/Equipment"
"CGEN","Compugen Ltd.","1981","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)"
"CPSI","Computer Programs and Systems, Inc.","2002","Technology","EDP Services"
"CTG","Computer Task Group, Incorporated","n/a","Technology","EDP Services"
"CPWR","Compuware Corporation","1992","Technology","Computer Software: Prepackaged Software"
"SCOR","comScore, Inc.","1980","Miscellaneous","Business Services"
"CHCI","Comstock Holding Companies, Inc.","2004","Capital Goods","Homebuilding"
"CMTL","Comtech Telecommunications Corp.","1972","Technology","Radio And Television Broadcasting And Communications Equipment"
"CNSI","Comverse Inc.","1991","Miscellaneous","Business Services"
"CNAT","Conatus Pharmaceuticals Inc.","n/a","Health Care","Major Pharmaceuticals"
"CNQR","Concur Technologies, Inc.","1998","Technology","Computer Software: Prepackaged Software"
"CCUR","Concurrent Computer Corporation","n/a","Technology","Computer Manufacturing"
"CNMD","CONMED Corporation","1987","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus"
"CTWS","Connecticut Water Service, Inc.","n/a","Public Utilities","Water Supply"
"CNOB","ConnectOne Bancorp, Inc.","n/a","Finance","Major Banks"
"CONN","Conn&#39;s, Inc.","2003","Consumer Services","Consumer Electronics/Video Chains"
"CNSL","Consolidated Communications Holdings, Inc.","2005","Public Utilities","Telecommunications Equipment"
"CWCO","Consolidated Water Co. Ltd.","n/a","Public Utilities","Water Supply"
"CTCT","Constant Contact, Inc.","2007","Technology","Advertising"
"CPSS","Consumer Portfolio Services, Inc.","1992","Finance","Finance: Consumer Services"
"CTRL","Control4 Corporation","n/a","Capital Goods","Electrical Products"
"CPRT","Copart, Inc.","1994","Consumer Durables","Automotive Aftermarket"
"CORT","Corcept Therapeutics Incorporated","1982","Health Care","Major Pharmaceuticals"
"BVA","Cordia Bancorp Inc.","n/a","n/a","n/a"
"CORE","Core-Mark Holding Company, Inc.","n/a","Consumer Non-Durables","Food Distributors"
"COCO","Corinthian Colleges, Inc.","1999","Consumer Services","Other Consumer Services"
"CSOD","Cornerstone OnDemand, Inc.","n/a","Technology","Computer Software: Prepackaged Software"
"CRTX","Cornerstone Therapeutics Inc.","2004","Health Care","Major Pharmaceuticals"
"CNDO","Coronado Biosciences, Inc.","n/a","Health Care","Major Pharmaceuticals"
"CRVL","CorVel Corp.","n/a","Finance","Specialty Insurers"
"COSI","Cosi, Inc.","1993","Consumer Services","Restaurants"
"CSGP","CoStar Group, Inc.","1998","Miscellaneous","Business Services"
"COST","Costco Wholesale Corporation","1985","Consumer Services","Department/Specialty Retail Stores"
"CPAH","CounterPath Corporation","n/a","Miscellaneous","Business Services"
"CRRC","Courier Corporation","1972","Consumer Services","Publishing"
"CVTI","Covenant Transportation Group, Inc.","1994","Transportation","Trucking Freight/Courier Services"
"COWN","Cowen Group, Inc.","2006","Finance","Investment Bankers/Brokers/Service"
"CRAI","CRA International,Inc.","1998","Miscellaneous","Other Consumer Services"
"CBRL","Cracker Barrel Old Country Store, Inc.","1981","Consumer Services","Restaurants"
"BREW","Craft Brew Alliance, Inc.","1994","Consumer Non-Durables","Beverages (Production/Distribution)"
"CRAY","Cray Inc","n/a","Technology","Computer Manufacturing"
"CACC","Credit Acceptance Corporation","1992","Finance","Finance: Consumer Services"
"GLDI","Credit Suisse Gold Shares Covered Calls ETN","n/a","Finance","Investment Bankers/Brokers/Service"
"SLVO","Credit Suisse Silver Shares Covered Call ETN","n/a","Finance","Investment Bankers/Brokers/Service"
"CREE","Cree, Inc.","1993","Technology","Semiconductors"
"CRESW","Cresud S.A.C.I.F. y A.","n/a","Finance","Real Estate"
"CRESY","Cresud S.A.C.I.F. y A.","1997","Finance","Real Estate"
"CXPO","Crimson Exploration Inc.","n/a","Energy","Oil & Gas Production"
"CROX","Crocs, Inc.","2006","Consumer Non-Durables","Shoe Manufacturing"
"ATX","Cross (A.T.) Company","n/a","Consumer Durables","Consumer Specialties"
"CCRN","Cross Country Healthcare, Inc.","2001","Technology","Professional Services"
"CRDS","Crossroads Systems, Inc.","1992","Technology","Computer peripheral equipment"
"XTXI","Crosstex Energy, Inc.","2004","Energy","Oil Refining/Marketing"
"XTEX","Crosstex Energy, L.P.","2002","Energy","Oil Refining/Marketing"
"CRWS","Crown Crafts, Inc.","n/a","Basic Industries","Textiles"
"CRWN","Crown Media Holdings, Inc.","1983","Consumer Services","Television Services"
"CRMB","Crumbs Bake Shop, Inc.","n/a","Consumer Non-Durables","Food Chains"
"CRMBU","Crumbs Bake Shop, Inc.","n/a","Consumer Non-Durables","Food Chains"
"CRMBW","Crumbs Bake Shop, Inc.","n/a","Consumer Non-Durables","Food Chains"
"CSGS","CSG Systems International, Inc.","1996","Technology","EDP Services"
"CSPI","CSP Inc.","1982","Technology","EDP Services"
"CSRE","CSR plc","n/a","Technology","Semiconductors"
"CTCM","CTC Media, Inc.","2006","Consumer Services","Broadcasting"
"CTIB","CTI Industries Corporation","1997","Basic Industries","Specialty Chemicals"
"CTRP","Ctrip.com International, Ltd.","2003","Miscellaneous","Business Services"
"CUNB","CU Bancorp (CA)","n/a","Finance","Major Banks"
"CBST","Cubist Pharmaceuticals, Inc.","1996","Health Care","Major Pharmaceuticals"
"CUI","CUI Global, Inc.","n/a","Consumer Services","Advertising"
"CPIX","Cumberland Pharmaceuticals Inc.","2009","Health Care","Major Pharmaceuticals"
"CMLS","Cumulus Media Inc.","1998","Consumer Services","Broadcasting"
"CRIS","Curis, Inc.","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)"
"CUBI","Customers Bancorp, Inc","n/a","Finance","Major Banks"
"CUBIL","Customers Bancorp, Inc","n/a","Finance","Major Banks"
"CUTR","Cutera, Inc.","2004","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus"
"CVBF","CVB Financial Corporation","n/a","Finance","Major Banks"
"CVV","CVD Equipment Corporation","n/a","Technology","Industrial Machinery/Components"
"CYAN","Cyanotech Corporation","n/a","Consumer Durables","Specialty Chemicals"
"CYBX","Cyberonics, Inc.","1993","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus"
"CYBE","CyberOptics Corporation","1987","Capital Goods","Electronic Components"
"CYCC","Cyclacel Pharmaceuticals, Inc.","n/a","Health Care","Major Pharmaceuticals"
"CYCCP","Cyclacel Pharmaceuticals, Inc.","n/a","Health Care","Major Pharmaceuticals"
"CYNO","Cynosure, Inc.","2005","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus"
"CY","Cypress Semiconductor Corporation","1986","Technology","Semiconductors"
"CONE","CyrusOne Inc","n/a","Consumer Services","Real Estate Investment Trusts"
"CYTK","Cytokinetics, Incorporated","2004","Health Care","Major Pharmaceuticals"
"CYTX","Cytori Therapeutics Inc","n/a","Health Care","Medical/Dental Instruments"
"CYTXW","Cytori Therapeutics Inc","n/a","Health Care","Medical/Dental Instruments"
"CYTR","CytRx Corporation","1986","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)"
"DAEG","Daegis Inc","n/a","Technology","Computer Software: Prepackaged Software"
"DJCO","Daily Journal Corp. (S.C.)","n/a","Consumer Services","Newspapers/Magazines"
"DAKT","Daktronics, Inc.","1994","Consumer Durables","Miscellaneous manufacturing industries"
"DARA","DARA Biosciences, Inc.","n/a","Health Care","Major Pharmaceuticals"
"DAIO","Data I/O Corporation","1981","Capital Goods","Electrical Products"
"DTLK","Datalink Corporation","1999","Technology","EDP Services"
"DRAM","Dataram Corporation","1984","Technology","Electronic Components"
"DWCH","Datawatch Corporation","1992","Technology","Computer Software: Prepackaged Software"
"DWSN","Dawson Geophysical Company","1981","Energy","Oil & Gas Production"
"TRAK","Dealertrack Technologies, Inc.","2005","Technology","EDP Services"
"DECK","Deckers Outdoor Corporation","1993","Consumer Non-Durables","Shoe Manufacturing"
"DHRM","Dehaier Medical Systems Limited","2010","Health Care","Medical/Dental Instruments"
"DFRG","Del Frisco&#39;s Restaurant Group, Inc.","n/a","Consumer Services","Restaurants"
"DCTH","Delcath Systems, Inc.","2000","Health Care","Medical/Dental Instruments"
"DLIA","dELIA*s Inc.","1996","Consumer Services","Catalog/Specialty Distribution"
"DELL","Dell Inc.","1988","Technology","Computer Manufacturing"
"DGAS","Delta Natural Gas Company, Inc.","1981","Public Utilities","Oil & Gas Production"
"DNDN","Dendreon Corporation","2000","Health Care","Major Pharmaceuticals"
"DENN","Denny&#39;s Corporation","n/a","Consumer Services","Restaurants"
"XRAY","DENTSPLY International Inc.","1987","Health Care","Medical/Dental Instruments"
"DEPO","Depomed, Inc.","1995","Health Care","Major Pharmaceuticals"
"DSCI","Derma Sciences, Inc.","n/a","Health Care","Medical/Dental Instruments"
"DEST","Destination Maternity Corporation","1985","Consumer Services","Clothing/Shoe/Accessory Stores"
"DXLG","Destination XL Group, Inc.","n/a","Consumer Services","Clothing/Shoe/Accessory Stores"
"DSWL","Deswell Industries, Inc.","1995","Consumer Non-Durables","Plastic Products"
"DXM","Dex Media, Inc.","n/a","Consumer Services","Advertising"
"DXCM","DexCom, Inc.","2005","Health Care","Medical/Dental Instruments"
"DLLR","DFC Global Corp","2005","Finance","Investment Bankers/Brokers/Service"
"DMND","Diamond Foods, Inc.","2005","Consumer Non-Durables","Packaged Foods"
"DHIL","Diamond Hill Investment Group, Inc.","n/a","Finance","Investment Managers"
"FANG","Diamondback Energy, Inc.","n/a","Energy","Oil & Gas Production"
"DCIX","Diana Containerships Inc.","n/a","Transportation","Marine Transportation"
"DGII","Digi International Inc.","1989","Technology","Computer Communications Equipment"
"DMRC","Digimarc Corporation","1999","Technology","EDP Services"
"DRAD","Digirad Corporation","2004","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus"
"DGLY","Digital Ally, Inc.","n/a","Technology","Radio And Television Broadcasting And Communications Equipment"
"DCIN","Digital Cinema Destinations Corp.","n/a","Consumer Services","Movies/Entertainment"
"DGIT","Digital Generation, Inc.","1996","Miscellaneous","Business Services"
"DRIV","Digital River, Inc.","1998","Technology","Retail: Computer Software & Peripheral Equipment"
"DCOM","Dime Community Bancshares, Inc.","n/a","Finance","Savings Institutions"
"DIOD","Diodes Incorporated","n/a","Technology","Semiconductors"
"DTV","DIRECTV","n/a","Consumer Services","Telecommunications Equipment"
"DISCA","Discovery Communications, Inc.","n/a","Consumer Services","Television Services"
"DISCB","Discovery Communications, Inc.","n/a","Consumer Services","Television Services"
"DISCK","Discovery Communications, Inc.","n/a","Consumer Services","Television Services"
"DSCO","Discovery Laboratories, Inc.","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)"
"DISH","DISH Network Corporation","1995","Consumer Services","Television Services"
"DVCR","Diversicare Healthcare Services Inc.","1991","Health Care","Hospital/Nursing Management"
"BAGR","Diversified Restaurant Holdings, Inc.","n/a","Consumer Services","Restaurants"
"DLHC","DLH Holdings Corp.","n/a","Technology","Professional Services"
"DNBF","DNB Financial Corp","n/a","Finance","Major Banks"
"DLTR","Dollar Tree, Inc.","1995","Consumer Services","Department/Specialty Retail Stores"
"DGICA","Donegal Group, Inc.","n/a","Finance","Property-Casualty Insurers"
"DGICB","Donegal Group, Inc.","1986","Finance","Property-Casualty Insurers"
"DMLP","Dorchester Minerals, L.P.","n/a","Energy","Oil & Gas Production"
"DORM","Dorman Products, Inc.","1981","Capital Goods","Auto Parts:O.E.M."
"HILL","Dot Hill Systems Corporation","n/a","Technology","Electronic Components"
"DBLE","Double Eagle Petroleum Company","n/a","Energy","Oil & Gas Production"
"DBLEP","Double Eagle Petroleum Company","n/a","Energy","Oil & Gas Production"
"DOVR","Dover Saddlery, Inc.","2005","Consumer Services","Other Specialty Stores"
"DRWI","DragonWave Inc","2009","Public Utilities","Telecommunications Equipment"
"DWA","Dreamworks Animation SKG, Inc.","2004","Consumer Services","Movies/Entertainment"
"DRYS","DryShips Inc.","2005","Transportation","Marine Transportation"
"DSKX","DS Healthcare Group, Inc.","n/a","Consumer Non-Durables","Package Goods/Cosmetics"
"DSPG","DSP Group, Inc.","1994","Technology","Semiconductors"
"DTSI","DTS, Inc.","1985","Miscellaneous","Multi-Sector Companies"
"DNKN","Dunkin&#39; Brands Group, Inc.","n/a","Consumer Services","Restaurants"
"DRTX","Durata Therapeutics, Inc.","n/a","Health Care","Major Pharmaceuticals"
"DRRX","Durect Corporation","2000","Health Care","Major Pharmaceuticals"
"DXPE","DXP Enterprises, Inc.","n/a","Capital Goods","Industrial Machinery/Components"
"DYAX","Dyax Corp.","2000","Health Care","Biotechnology: Commercial Physical & Biological Resarch"
"BOOM","Dynamic Materials Corporation","n/a","Capital Goods","Industrial Specialties"
"DRCO","Dynamics Research Corporation","n/a","Technology","EDP Services"
"DYSL","Dynasil Corporation of America","n/a","Capital Goods","Industrial Machinery/Components"
"DYNT","Dynatronics Corporation","n/a","n/a","n/a"
"DVAX","Dynavax Technologies Corporation","2004","Health Care","Major Pharmaceuticals"
"ETFC","E*TRADE Financial Corporation","n/a","Finance","Savings Institutions"
"EOPN","E2open, Inc.","n/a","Technology","Computer Software: Prepackaged Software"
"EBMT","Eagle Bancorp Montana, Inc.","n/a","Finance","Savings Institutions"
"EGBN","Eagle Bancorp, Inc.","n/a","Finance","Major Banks"
"EGLE","Eagle Bulk Shipping Inc.","2005","Transportation","Marine Transportation"
"EROC","Eagle Rock Energy Partners, L.P.","2006","Energy","Oil & Gas Production"
"ELNK","EarthLink, Inc.","n/a","Technology","Computer Software: Programming, Data Processing"
"EWBC","East West Bancorp, Inc.","n/a","Finance","Major Banks"
"EML","Eastern Company (The)","n/a","Capital Goods","Industrial Machinery/Components"
"EIHI","Eastern Insurance Holdings, Inc.","n/a","Finance","Property-Casualty Insurers"
"EVBS","Eastern Virginia Bankshares, Inc.","n/a","Finance","Major Banks"
"EBAY","eBay Inc.","1995","Miscellaneous","Business Services"
"EBIX","Ebix, Inc.","n/a","Technology","EDP Services"
"ELON","Echelon Corporation","1998","Technology","Computer Communications Equipment"
"ECHO","Echo Global Logistics, Inc.","2009","Transportation","Oil Refining/Marketing"
"ECTE","Echo Therapeutics, Inc.","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus"
"SATS","EchoStar Corporation","n/a","Technology","Radio And Television Broadcasting And Communications Equipment"
"EEI","Ecology and Environment, Inc.","1987","Consumer Services","Military/Government/Technical"
"ECTY","Ecotality, Inc.","n/a","Consumer Durables","Metal Fabrications"
"EDAP","EDAP TMS S.A.","1997","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus"
"EDGW","Edgewater Technology, Inc.","n/a","Technology","Computer Software: Programming, Data Processing"
"EDMC","Education Management Corporation","1984","Consumer Services","Other Consumer Services"
"EDUC","Educational Development Corporation","n/a","Consumer Durables","Consumer Specialties"
"EVAC","Edwards Group Limited","n/a","Capital Goods","Fluid Controls"
"EFUT","eFuture Information Technology Inc.","n/a","Technology","EDP Services"
"EGAN","eGain Corporation","1999","Technology","Computer Software: Prepackaged Software"
"EHTH","eHealth, Inc.","2006","Finance","Specialty Insurers"
"BAGL","Einstein Noah Restaurant Group, Inc.","1995","Consumer Services","Restaurants"
"EMITF","Elbit Imaging Ltd.","n/a","Consumer Services","Building operators"
"ESLT","Elbit Systems Ltd.","n/a","Capital Goods","Military/Government/Technical"
"ESYS","Elecsys Corporation","n/a","Capital Goods","Industrial Machinery/Components"
"ELRC","Electro Rent Corporation","n/a","Technology","Diversified Commercial Services"
"ESIO","Electro Scientific Industries, Inc.","n/a","Energy","Industrial Machinery/Components"
"EA","Electronic Arts Inc.","n/a","Technology","Computer Software: Prepackaged Software"
"EFII","Electronics for Imaging, Inc.","1992","Technology","Computer Communications Equipment"
"ELSE","Electro-Sensors, Inc.","n/a","Capital Goods","Industrial Machinery/Components"
"RDEN","Elizabeth Arden, Inc.","n/a","Consumer Non-Durables","Package Goods/Cosmetics"
"ESBK","Elmira Savings Bank NY (The)","n/a","Finance","Major Banks"
"LONG","eLong, Inc.","1987","Consumer Services","Transportation Services"
"ELTK","Eltek Ltd.","1997","Technology","Electrical Products"
"EMCI","EMC Insurance Group, Inc.","1982","Finance","Property-Casualty Insurers"
"EMCF","Emclaire Financial Corp","n/a","Finance","Major Banks"
"EMKR","EMCORE Corporation","1997","Technology","Semiconductors"
"EMMS","Emmis Communications Corporation","1994","Consumer Services","Broadcasting"
"EMMSP","Emmis Communications Corporation","n/a","Consumer Services","Broadcasting"
"NYNY","Empire Resorts, Inc.","n/a","Consumer Services","Restaurants"
"ERS","Empire Resources, Inc.","n/a","Basic Industries","Metal Fabrications"
"ENTA","Enanta Pharmaceuticals, Inc.","n/a","Health Care","Major Pharmaceuticals"
"ECPG","Encore Capital Group Inc","n/a","Finance","Finance Companies"
"WIRE","Encore Wire Corporation","1992","Capital Goods","Metal Fabrications"
"ENDP","Endo Health Solutions Inc.","n/a","Health Care","Major Pharmaceuticals"
"ECYT","Endocyte, Inc.","n/a","Health Care","Major Pharmaceuticals"
"ELGX","Endologix, Inc.","n/a","Health Care","Medical/Dental Instruments"
"ERII","Energy Recovery, Inc.","2008","Technology","Industrial Machinery/Components"
"EXXI","Energy XXI (Bermuda) Limited","n/a","Energy","Oil & Gas Production"
"ENOC","EnerNOC, Inc.","2007","Technology","Computer Software: Programming, Data Processing"
"ENG","ENGlobal Corporation","1991","Consumer Services","Military/Government/Technical"
"ENPH","Enphase Energy, Inc.","n/a","Technology","Semiconductors"
"ESGR","Enstar Group Limited","n/a","Finance","Property-Casualty Insurers"
"ENTG","Entegris, Inc.","2000","Consumer Non-Durables","Plastic Products"
"ETRM","EnteroMedics Inc.","2007","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus"
"EBTC","Enterprise Bancorp Inc","n/a","Finance","Major Banks"
"EFSC","Enterprise Financial Services Corporation","n/a","Finance","Major Banks"
"EGT","Entertainment Gaming Asia Incorporated","n/a","Consumer Durables","Miscellaneous manufacturing industries"
"ENMD","EntreMed, Inc.","1996","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)"
"ENTR","Entropic Communications, Inc.","1994","Technology","Semiconductors"
"ENVI","Envivio, Inc.","1987","Technology","Radio And Television Broadcasting And Communications Equipment"
"ENZN","Enzon Pharmaceuticals, Inc.","1984","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)"
"EONC","eOn Communications Corporation","2000","Public Utilities","Telecommunications Equipment"
"EPIQ","EPIQ Systems, Inc.","1997","Technology","EDP Services"
"EPZM","Epizyme, Inc.","n/a","Health Care","Major Pharmaceuticals"
"PLUS","ePlus inc.","1996","Technology","Retail: Computer Software & Peripheral Equipment"
"EQIX","Equinix, Inc.","2000","Public Utilities","Telecommunications Equipment"
"EAC","Erickson Air-Crane Incorporated","2001","Capital Goods","Aerospace"
"ERIC","Ericsson","n/a","Technology","Radio And Television Broadcasting And Communications Equipment"
"ERIE","Erie Indemnity Company","n/a","Finance","Specialty Insurers"
"ESBF","ESB Financial Corporation","n/a","Finance","Savings Institutions"
"ESCA","Escalade, Incorporated","n/a","Consumer Non-Durables","Recreational Products/Toys"
"ESMC","Escalon Medical Corp.","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus"
"ESPR","Esperion Therapeutics, Inc.","2000","Health Care","Major Pharmaceuticals"
"ESSA","ESSA Bancorp, Inc.","n/a","Finance","Banks"
"ESSX","Essex Rental Corporation","n/a","n/a","n/a"
"CLWT","Euro Tech Holdings Company Limited","1997","Consumer Durables","Diversified Electronic Products"
"EEFT","Euronet Worldwide, Inc.","1997","Finance","Investment Bankers/Brokers/Service"
"ESEA","Euroseas Ltd.","n/a","Transportation","Marine Transportation"
"EVEP","EV Energy Partners, L.P.","2006","Energy","Oil & Gas Production"
"EVRY","EveryWare Global, Inc.","n/a","Consumer Durables","Home Furnishings"
"EVOL","Evolving Systems, Inc.","1998","Technology","EDP Services"
"EXA","Exa Corporation","n/a","Technology","Computer Software: Prepackaged Software"
"EXAS","EXACT Sciences Corporation","2001","Health Care","Biotechnology: Commercial Physical & Biological Resarch"
"EXAC","Exactech, Inc.","1996","Health Care","Industrial Specialties"
"EDS","Exceed Company Ltd.","n/a","Consumer Non-Durables","Shoe Manufacturing"
"ERW","Exchange Traded Concepts Trust VelocityShares Equal Risk Weigh","n/a","n/a","n/a"
"EXEL","Exelixis, Inc.","2000","Health Care","Biotechnology: Commercial Physical & Biological Resarch"
"EXFO","EXFO Inc","n/a","Capital Goods","Electrical Products"
"EXLS","ExlService Holdings, Inc.","2006","Miscellaneous","Business Services"
"EXPE","Expedia, Inc.","1999","Consumer Services","Transportation Services"
"EXPD","Expeditors International of Washington, Inc.","n/a","Transportation","Oil Refining/Marketing"
"EXPO","Exponent, Inc.","1985","Consumer Services","Professional Services"
"ESRX","Express Scripts Holding Company","1992","Health Care","Medical/Nursing Services"
"EXLP","Exterran Partners, L.P.","n/a","Public Utilities","Natural Gas Distribution"
"EXTR","Extreme Networks, Inc.","1999","Technology","Computer Communications Equipment"
"EZCH","EZchip Semiconductor Limited","n/a","Technology","Computer Communications Equipment"
"EZPW","EZCORP, Inc.","1991","Consumer Services","Other Specialty Stores"
"FFIV","F5 Networks, Inc.","1999","Technology","Computer Communications Equipment"
"FB","Facebook, Inc.","1994","Technology","Computer Software: Programming, Data Processing"
"FRP","FairPoint Communications, Inc.","1986","Public Utilities","Telecommunications Equipment"
"FWM","Fairway Group Holdings Corp.","n/a","Consumer Services","Food Chains"
"FALC","FalconStor Software, Inc.","n/a","Technology","Computer Software: Prepackaged Software"
"DAVE","Famous Dave&#39;s of America, Inc.","n/a","Consumer Services","Restaurants"
"FARM","Farmer Brothers Company","n/a","Consumer Non-Durables","Packaged Foods"
"FFKT","Farmers Capital Bank Corporation","n/a","Finance","Major Banks"
"FMNB","Farmers National Banc Corp.","n/a","Finance","Major Banks"
"FARO","FARO Technologies, Inc.","1997","Capital Goods","Industrial Machinery/Components"
"FAST","Fastenal Company","1987","Consumer Services","RETAIL: Building Materials"
"FBSS","Fauquier Bankshares, Inc.","n/a","Finance","Major Banks"
"FBRC","FBR & Co","1970","Finance","Investment Bankers/Brokers/Service"
"FDML","Federal-Mogul Corporation","n/a","Capital Goods","Auto Parts:O.E.M."
"FNHC","Federated National Holding Company","n/a","Finance","Property-Casualty Insurers"
"FFCO","FedFirst Financial Corporation","n/a","Finance","Savings Institutions"
"FEIC","FEI Company","1995","Capital Goods","Biotechnology: Laboratory Analytical Instruments"
"FHCO","Female Health Company (The)","n/a","Basic Industries","Specialty Chemicals"
"ONEQ","Fidelity Nasdaq Composite Index Tracking Stock","n/a","n/a","n/a"
"LION","Fidelity Southern Corporation","n/a","Finance","Major Banks"
"FDUS","Fidus Investment Corporation","n/a","n/a","n/a"
"FRGI","Fiesta Restaurant Group, Inc.","n/a","Consumer Services","Restaurants"
"FSC","Fifth Street Finance Corp.","2008","n/a","n/a"
"FSCFL","Fifth Street Finance Corp.","n/a","n/a","n/a"
"FSFR","Fifth Street Senior Floating Rate Corp.","n/a","n/a","n/a"
"FITB","Fifth Third Bancorp","n/a","Finance","Major Banks"
"FNGN","Financial Engines, Inc.","2010","Finance","Investment Managers"
"FISI","Financial Institutions, Inc.","1999","Finance","Major Banks"
"FNSR","Finisar Corporation","1999","Technology","Semiconductors"
"FBNC","First Bancorp","1987","Finance","Major Banks"
"FNLC","First Bancorp, Inc (ME)","n/a","Finance","Major Banks"
"BUSE","First Busey Corporation","n/a","Finance","Major Banks"
"FBIZ","First Business Financial Services, Inc.","n/a","Finance","Major Banks"
"FCVA","First Capital Bancorp, Inc. (VA)","2007","Finance","Major Banks"
"FCAP","First Capital, Inc.","n/a","Finance","Savings Institutions"
"FCFS","First Cash Financial Services, Inc.","1991","Consumer Services","Other Specialty Stores"
"FCZA","First Citizens Banc Corp.","n/a","Finance","Major Banks"
"FCNCA","First Citizens BancShares, Inc.","n/a","Finance","Major Banks"
"FCLF","First Clover Leaf Financial Corp.","n/a","Finance","Savings Institutions"
"FCBC","First Community Bancshares, Inc.","n/a","Finance","Major Banks"
"FCCO","First Community Corporation","n/a","Finance","Major Banks"
"FBNK","First Connecticut Bancorp, Inc.","n/a","Finance","Banks"
"FDEF","First Defiance Financial Corp.","n/a","Finance","Savings Institutions"
"FFBH","First Federal Bancshares of Arkansas, Inc.","n/a","Finance","Savings Institutions"
"FFNM","First Federal of Northern Michigan Bancorp, Inc.","n/a","Finance","Major Banks"
"FFBC","First Financial Bancorp.","n/a","Finance","Major Banks"
"FFBCW","First Financial Bancorp.","n/a","Finance","Major Banks"
"FFIN","First Financial Bankshares, Inc.","n/a","Finance","Major Banks"
"THFF","First Financial Corporation Indiana","n/a","Finance","Major Banks"
"SCBT","First Financial Holdings, Inc.","n/a","Finance","Major Banks"
"FFNW","First Financial Northwest, Inc.","n/a","Finance","Banks"
"FFKY","First Financial Service Corporation","n/a","Finance","Major Banks"
"INBK","First Internet Bancorp","n/a","Finance","Banks"
"FIBK","First Interstate BancSystem, Inc.","2010","Finance","Major Banks"
"FMFC","First M & F Corporation","n/a","Finance","Major Banks"
"FRME","First Merchants Corporation","n/a","Finance","Major Banks"
"FMBI","First Midwest Bancorp, Inc.","n/a","Finance","Major Banks"
"NBCB","First NBC Bank Holding Company","n/a","Finance","Major Banks"
"FNFG","First Niagara Financial Group Inc.","n/a","Finance","Major Banks"
"FSFG","First Savings Financial Group, Inc.","n/a","Finance","Savings Institutions"
"FSGI","First Security Group, Inc.","2005","Finance","Major Banks"
"FSLR","First Solar, Inc.","2006","Technology","Semiconductors"
"FSBK","First South Bancorp Inc","n/a","Finance","Major Banks"
"FTCS","First Trust Capital Strength ETF","n/a","n/a","n/a"
"BICK","First Trust Exchange-Traded Fund II First Trust BICK Index Fun","n/a","n/a","n/a"
"CU","First Trust Exchange-Traded Fund II First Trust ISE Global Cop","n/a","n/a","n/a"
"PLTM","First Trust Exchange-Traded Fund II First Trust ISE Global Pla","n/a","n/a","n/a"
"CARZ","First Trust Exchange-Traded Fund II First Trust NASDAQ Global","n/a","n/a","n/a"
"HYLS","First Trust Exchange-Traded Fund IV First Trust High Yield Lon","n/a","n/a","n/a"
"FTSL","First Trust Exchange-Traded Fund IV First Trust Senior Loan Fu","n/a","n/a","n/a"
"TDIV","First Trust Exchange-Traded Fund VI First Trust NASDAQ Technol","n/a","n/a","n/a"
"YDIV","First Trust Exchange-Traded Fund VI International Multi-Asset","n/a","n/a","n/a"
"MDIV","First Trust Exchange-Traded Fund VI Multi-Asset Diversified In","n/a","n/a","n/a"
"SKYY","First Trust ISE Cloud Computing Index Fund","n/a","n/a","n/a"
"QABA","First Trust NASDAQ ABA Community Bank Index Fund","n/a","n/a","n/a"
"FONE","First Trust NASDAQ CEA Smartphone Index Fund","1996","n/a","n/a"
"GRID","First Trust NASDAQ Clean Edge Smart Grid Infrastructure Index","n/a","n/a","n/a"
"QCLN","First Trust NASDAQ Clean Edge U.S. Liquid Series Index Fund","n/a","n/a","n/a"
"QQEW","First Trust NASDAQ-100 Equal Weighted Index Fund","n/a","n/a","n/a"
"QQXT","First Trust NASDAQ-100 Ex-Technology Sector Index Fund","n/a","n/a","n/a"
"QTEC","First Trust NASDAQ-100-Technology Sector Index Fund","1984","n/a","n/a"
"FUNC","First United Corporation","n/a","Finance","Major Banks"
"FBMI","Firstbank Corporation","n/a","Finance","Major Banks"
"SVVC","Firsthand Technology Value Fund, Inc.","n/a","n/a","n/a"
"FMER","FirstMerit Corporation","n/a","Finance","Major Banks"
"FSRV","FirstService Corporation","n/a","Finance","Real Estate"
